company,bean_origin_bar,ref,review_year,company_location,rating,bean_type,broad_bean_origin,cocoa_percent_clean,rating_outlier,cocoa_percent_clean_outlier
Dormouse,"Madagascar, Batch 8",1676,2015,U.K.,2.75,"Criollo, Trinitario",Madagascar,77.0,False,False
Duffy'S,"Rio Dulce, Xoco",1662,2015,U.K.,4.0,Criollo,Guatemala,70.0,False,False
Duffy'S,"Chuno, Xoco",1331,2014,U.K.,3.5,Criollo,Nicaragua,70.0,False,False
Duffy'S,"Rico Rugoso, Xoco",1331,2014,U.K.,3.75,Criollo,Nicaragua,76.0,False,False
Duffy'S,Ocumare,923,2012,U.K.,3.75,,Venezuela,72.0,False,False
Duffy'S,"Indio Rojo, Xoco",623,2011,U.K.,3.75,Criollo,Honduras,72.0,False,False
Duffy'S,Dominican Republic,661,2011,U.K.,3.5,,Dominican Republic,65.0,False,False
Duffy'S,"Bocas Del Toro, Tierra Oscura",697,2011,U.K.,3.0,,Panama,72.0,False,False
Duffy'S,"Nicaliso, Xoco",697,2011,U.K.,3.25,Criollo,Nicaragua,71.0,False,False
Duffy'S,Ocumare,765,2011,U.K.,3.5,,Venezuela,71.0,False,False
Duffy'S,Panama,516,2010,U.K.,3.5,,Panama,70.0,False,False
Duffy'S,"Corazon Del Ecuador, Calceta Beans",516,2010,U.K.,3.75,,Ecuador,72.0,False,False
Duffy'S,Star Of Ecuador,523,2010,U.K.,2.5,,Ecuador,70.0,False,False
Duffy'S,Star Of Peru,523,2010,U.K.,3.75,,Peru,70.0,False,False
Dulcinea,Dominican Republic,1506,2015,USA,3.25,,Dominican Republic,70.0,False,False
Durand,Madagascar,841,2012,France,2.75,Trinitario,Madagascar,82.0,False,False
Durci,"Maranon, Joya Rara",1626,2015,USA,3.5,Forastero (Nacional),Peru,70.0,False,False
Durci,"Rio Caribe, Tepui Treasure",1626,2015,USA,3.5,Trinitario,Venezuela,70.0,False,False
Durci,Taino Secret,1630,2015,USA,3.25,,Dominican Republic,70.0,False,False
Durci,"Carenero, Empyrean Sabor",1630,2015,USA,3.25,Trinitario,Venezuela,70.0,False,False
Durci,Corona Arriba,1630,2015,USA,4.0,,Ecuador,70.0,False,False
East Van Roasters,Peru,1343,2014,Canada,3.25,,Peru,70.0,False,False
East Van Roasters,Madagascar,1343,2014,Canada,3.5,Trinitario,Madagascar,70.0,False,False
East Van Roasters,Dominican Republic,1343,2014,Canada,3.75,,Dominican Republic,70.0,False,False
Eau De Rose,Tumaco,1812,2016,Canada,3.25,,Colombia,70.0,False,False
Eau De Rose,Arauca,1812,2016,Canada,3.25,,Colombia,70.0,False,False
Eclat (Felchlin),"Maranon, Good & Evil, W/ Nibs",919,2012,USA,2.75,Forastero (Nacional),Peru,72.0,False,False
Edelmond,Porcelana,1876,2016,Germany,3.0,Criollo,Venezuela,68.0,False,False
El Ceibo,"Alto Beni, Covendo Region",709,2011,Bolivia,3.75,,Bolivia,75.0,False,False
El Ceibo,Alto Beni,252,2008,Bolivia,2.75,,Bolivia,71.0,False,False
El Rey,San Joaquin,1662,2015,Venezuela,3.75,,Venezuela,70.0,False,False
El Rey,"Rio Caribe, Cariaco",439,2009,Venezuela,2.75,Trinitario,Venezuela,60.5,False,False
El Rey,"Rio Caribe, Macuro",439,2009,Venezuela,3.0,Trinitario,Venezuela,70.0,False,False
El Rey,"Carenero Superior, Apamate",206,2008,Venezuela,2.5,Criollo,Venezuela,74.0,False,False
El Rey,"Carenero Superior, Bucare",206,2008,Venezuela,2.5,Criollo,Venezuela,58.0,False,False
El Rey,"Carenero Superior, Mijao",206,2008,Venezuela,3.0,Criollo,Venezuela,61.0,False,False
El Rey,"Carenero Superior, Gran Saman",32,2006,Venezuela,2.75,Criollo,Venezuela,70.0,False,False
Emerald Estate,Emerald Estate,1137,2013,St. Lucia,2.75,,St. Lucia,60.0,False,False
Emerald Estate,Emerald Estate,1137,2013,St. Lucia,3.25,,St. Lucia,70.0,False,False
Emily'S,Patanemo,1450,2015,Japan,3.0,,Venezuela,79.0,False,False
Emily'S,Peru,1454,2015,Japan,3.5,Criollo,Peru,78.0,False,False
Enna,"Wampusirpi, Batch 007",1916,2016,USA,3.25,,Honduras,75.0,False,False
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,Spain,3.25,Forastero,Sao Tome & Principe,80.0,False,False
Erithaj (A. Morin),Ben Tre,1205,2014,France,3.25,Trinitario,Vietnam,70.0,False,False
Erithaj (A. Morin),Ham Luong,1209,2014,France,3.0,Trinitario,Vietnam,80.0,False,False
Erithaj (A. Morin),Ba Lai,1209,2014,France,3.25,Trinitario,Vietnam,74.0,False,False
Escazu,Rio Caribe,903,2012,USA,2.75,Trinitario,Venezuela,70.0,False,False
Escazu,Guapiles,414,2009,USA,2.0,,Costa Rica,65.0,False,False
Escazu,Carenero Superior,423,2009,USA,3.5,Criollo,Venezuela,81.0,False,False
Escazu,"Carenero, Guapiles, Ocumare Blend",431,2009,USA,2.75,,"Cost Rica, Ven",74.0,False,False
Escazu,Ocumare,252,2008,USA,3.0,Criollo,Venezuela,72.0,False,False
Ethel'S Artisan (Mars),"Peru, Madagascar",666,2011,USA,2.5,,"Peru, Madagascar",55.0,False,False
Ethel'S Artisan (Mars),Trinidad,666,2011,USA,2.5,Trinitario,Trinidad,55.0,False,False
Ethel'S Artisan (Mars),Porcelana,666,2011,USA,2.5,Criollo (Porcelana),Venezuela,70.0,False,False
Ethel'S Artisan (Mars),Red Vanilla,666,2011,USA,2.75,,,62.0,False,False
Ethel'S Artisan (Mars),"Venezuela, Trinidad",672,2011,USA,2.5,,"Venezuela, Trinidad",62.0,False,False
Ethereal,Belize,1275,2014,USA,3.0,Trinitario,Belize,80.0,False,False
Ethereal,Ecuador,1275,2014,USA,3.5,,Ecuador,80.0,False,False
Ethereal,Dominican Republic,1275,2014,USA,3.75,,Dominican Republic,80.0,False,False
Fearless (Amma),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,USA,2.75,,Brazil,75.0,False,False
Feitoria Cacao,Blue Mountain,1732,2016,Portugal,3.0,,Jamaica,76.0,False,False
Feitoria Cacao,Cuyagua,1736,2016,Portugal,2.5,,Venezuela,76.0,False,False
Feitoria Cacao,Maya Mountain,1736,2016,Portugal,2.75,Trinitario,Belize,76.0,False,False
Felchlin,Grenada,494,2010,Switzerland,3.5,Trinitario,Grenada,58.0,False,False
Felchlin,Supremo- Sf,105,2006,Switzerland,2.0,,,62.0,False,False
Felchlin,Elvesia P.,105,2006,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,74.0,False,False
Felchlin,"Madagascar, Grand Cru",48,2006,Switzerland,3.0,Criollo,Madagascar,64.0,False,False
Felchlin,Maracaibo Clasificado,48,2006,Switzerland,3.0,Criollo,Venezuela,65.0,False,False
Felchlin,Arriba,48,2006,Switzerland,3.5,Forastero (Arriba),Ecuador,72.0,False,False
Felchlin,"Alto Beni, Cru Savage",56,2006,Switzerland,4.0,Criollo (Wild),Bolivia,68.0,False,False
Finca,Puerto Rico,1283,2014,USA,2.25,,Puerto Rico,65.0,False,False
Finca,Dominican Republic,1283,2014,USA,3.0,,Dominican Republic,80.0,False,False
Finca,Dominican Republic,1283,2014,USA,3.25,,Dominican Republic,70.0,False,False
Finca,Dominican Republic,1287,2014,USA,2.5,,Dominican Republic,85.0,False,False
Forever Cacao,Rio Eni,1267,2014,U.K.,2.75,Criollo,Peru,72.0,False,False
Forteza (Cortes),Dominican Republic,1776,2016,Puerto Rico,2.75,,Dominican Republic,70.0,False,False
Forteza (Cortes),Puerto Rico,1776,2016,Puerto Rico,2.75,,Dominican Republic,80.0,False,False
Fossa,"Akesson'S E., Sambirano V.",1772,2016,Singapore,2.75,,Madagascar,70.0,False,False
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,Singapore,3.5,,Ecuador,75.0,False,False
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,Singapore,3.75,Trinitario,Tanzania,67.0,False,False
Franceschi,Choroni,1355,2014,Venezuela,3.5,,Venezuela,70.0,False,False
Franceschi,Ocumare,1355,2014,Venezuela,3.75,,Venezuela,70.0,False,False
Franceschi,Canoabo,911,2012,Venezuela,3.75,,Venezuela,70.0,False,False
Franceschi,Sur Del Lago,915,2012,Venezuela,3.5,,Venezuela,60.0,False,False
Frederic Blondeel,Costa Rica,1538,2015,Belgium,3.5,,Costa Rica,70.0,False,False
Frederic Blondeel,Peru Brutus,1538,2015,Belgium,3.5,,Peru,75.0,False,False
Frederic Blondeel,Vietnam,1542,2015,Belgium,3.0,Trinitario,Vietnam,80.0,False,False
Frederic Blondeel,Ghana,1351,2014,Belgium,3.5,Forastero,Ghana,60.0,False,False
Frederic Blondeel,Madagascar,1351,2014,Belgium,3.5,Trinitario,Madagascar,65.0,False,False
French Broad,"Norandino, Batch 161208",1940,2017,USA,3.5,,Peru,70.0,False,False
French Broad,Guatemala,1634,2015,USA,3.5,,Guatemala,73.0,False,False
French Broad,San Andres,1209,2014,USA,3.0,,Costa Rica,80.0,False,False
French Broad,Matagalpa,1295,2014,USA,3.25,,Nicaragua,68.0,False,False
French Broad,"Palo Blanco, Chulucanas",1042,2013,USA,3.5,,Peru,66.0,False,False
French Broad,Tumbes Coop,883,2012,USA,2.5,Criollo,Peru,70.0,False,False
French Broad,"Palo Blanco, Chulucanas",883,2012,USA,3.5,,Peru,61.0,False,False
French Broad,"Palo Blanco W/ Panela, Chulucanas",887,2012,USA,2.0,,Peru,81.0,False,False
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,USA,3.5,Forastero (Nacional),Peru,70.0,False,False
French Broad,La Red,785,2011,USA,3.5,,Dominican Republic,65.0,False,False
Fresco,"Maranon, #228, Mr, Sc",1383,2014,USA,3.0,Forastero (Nacional),Peru,70.0,False,False
Fresco,"Maranon, #227, Lr, Mc",1383,2014,USA,3.5,Forastero (Nacional),Peru,70.0,False,False
Fresco,"Maranon, #229, Mr, Lc",1383,2014,USA,3.5,Forastero (Nacional),Peru,70.0,False,False
Fresco,"Maranon, #230, Dr, Lc",1387,2014,USA,3.5,Forastero (Nacional),Peru,70.0,False,False
Fresco,"Conacado, #223, Mr, Sc",1030,2013,USA,3.25,,Dominican Republic,72.0,False,False
Fresco,"Conacado, #224, Mr, Mc",1081,2013,USA,3.75,,Dominican Republic,72.0,False,False
Fresco,"San Martin, Bellavista Coop, #226, Dr, Mc",1117,2013,USA,3.75,,Peru,70.0,False,False
Fresco,"Bellavista Coop, #225, Lr, Mc, Cg Exclusive",1149,2013,USA,4.0,Trinitario,Peru,70.0,False,False
Fresco,"Markham Valley, #219, Lr, Mc",899,2012,USA,3.5,,Papua New Guinea,69.0,False,False
Fresco,"Markham Valley, #221, Dr, Mc",899,2012,USA,3.5,,Papua New Guinea,69.0,False,False
Fresco,"Sambirano Valley, #216, Mr, Lc",915,2012,USA,4.0,Trinitario,Madagascar,74.0,False,False
Fresco,"Markham Valley, #220, Mr, Mc",927,2012,USA,4.0,Trinitario,Papua New Guinea,69.0,False,False
Fresco,"Markham Valley, #222, Lr, 0C",931,2012,USA,3.0,Trinitario,Papua New Guinea,69.0,False,False
Fresco,"Ghana, #211, Mr, Mc",636,2011,USA,2.75,Forastero,Ghana,74.0,False,False
Fresco,"Jamaica, #209, Dr, Sc",642,2011,USA,3.25,Trinitario,Jamaica,70.0,False,False
Fresco,"Conacado, #212, Lr, Sc",642,2011,USA,3.5,,Dominican Republic,72.0,False,False
Fresco,"Jamaica, #210, Dr, Mc",642,2011,USA,3.5,Trinitario,Jamaica,70.0,False,False
Fresco,"Sambirano Valley, #214, Lr, Mc",682,2011,USA,2.75,Trinitario,Madagascar,74.0,False,False
Fresco,"Conacado, #213, Dr, -C",682,2011,USA,3.25,,Dominican Republic,72.0,False,False
Fresco,"Sambirano Valley, #215, Mr, Mc",688,2011,USA,3.0,Trinitario,Madagascar,74.0,False,False
Fresco,"Chuao, #218, Mr, Mc",745,2011,USA,3.25,Trinitario,Venezuela,76.0,False,False
Fresco,"Chuao, #217, Dr, Mc",745,2011,USA,4.0,Trinitario,Venezuela,70.0,False,False
Fresco,"Jamaica, #204, Dr, Sc",370,2009,USA,2.75,Trinitario,Jamaica,80.0,False,False
Fresco,"Jamaica, #206, Dr, Lc",370,2009,USA,3.0,Trinitario,Jamaica,70.0,False,False
Fresco,"Jamaica, #205, Dr, Mc",370,2009,USA,3.25,Trinitario,Jamaica,70.0,False,False
Fresco,"Carenero Superior, #203, Mr, Sc",370,2009,USA,3.5,Criollo,Venezuela,65.0,False,False
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,Denmark,3.5,,Nicaragua,70.0,False,False
Friis Holm (Bonnat),La Dalia,1680,2015,Denmark,3.0,,Nicaragua,60.0,False,False
Friis Holm (Bonnat),La Dalia,1680,2015,Denmark,3.25,,Nicaragua,85.0,False,False
Friis Holm (Bonnat),La Dalia,1259,2014,Denmark,3.5,,Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,Denmark,3.25,,Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,Denmark,3.5,,Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Chuno, Triple Turned, Xoco",895,2012,Denmark,3.25,"Criollo, Trinitario",Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,Denmark,3.25,"Criollo, Trinitario",Honduras,70.0,False,False
Friis Holm (Bonnat),"Chuno, Double Turned, Xoco",899,2012,Denmark,3.25,"Criollo, Trinitario",Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,Denmark,3.75,,Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Johe, Xoco",623,2011,Denmark,3.25,"Criollo, Trinitario",Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,Denmark,3.5,"Criollo, Trinitario",Nicaragua,70.0,False,False
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,Denmark,3.5,"Criollo, Trinitario",Nicaragua,70.0,False,False
Fruition,"Wild Bolivian, Batch 2",1780,2016,USA,3.75,Beniano,Bolivia,74.0,False,False
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,USA,4.0,Amazon Mix,Costa Rica,74.0,False,False
Fruition,Gran Couva,1347,2014,USA,3.75,Trinitario,Trinidad,70.0,False,False
Fruition,Maranon,1359,2014,USA,3.0,Forastero (Nacional),Peru,76.0,False,False
Fruition,La Red,1046,2013,USA,3.75,,Dominican Republic,70.0,False,False
Fruition,Camino Verde,1185,2013,USA,3.0,,Ecuador,75.0,False,False
Fruition,Peru,863,2012,USA,2.5,,Peru,70.0,False,False
Fruition,Signature Blend,753,2011,USA,3.25,Trinitario,Costa Rica,66.0,False,False
Fruition,Costa Rica,781,2011,USA,3.0,,Costa Rica,70.0,False,False
Garden Island,"Kaua'I, Alea Estate +World",1367,2014,USA,2.5,Blend,Hawaii,85.0,False,False
Georgia Ramon,Akesson P.,1642,2015,Germany,3.25,Trinitario,Madagascar,65.0,False,False
Georgia Ramon,Abocfa Coop,1642,2015,Germany,4.0,Forastero,Ghana,70.0,False,False
Georgia Ramon,Conacado Coop,1646,2015,Germany,3.5,Trinitario,Dominican Republic,70.0,False,False
Georgia Ramon,Conacado Coop,1646,2015,Germany,3.5,Trinitario,Dominican Republic,80.0,False,False
Georgia Ramon,Akesson P.,1646,2015,Germany,3.5,Trinitario,Madagascar,75.0,False,False
Glennmade,"Toledo District, 2015 Harvest",1848,2016,USA,3.5,,Belize,70.0,False,False
Glennmade,Bahia,1672,2015,USA,3.0,"Trinitario, Forastero",Brazil,66.0,False,False
Goodnow Farms,"Almendra Blanca, Batch 1004",1924,2016,USA,2.75,,Mexico,77.0,False,False
Goodnow Farms,"El Carmen, Batch 1003",1924,2016,USA,3.25,,Nicaragua,77.0,False,False
Goodnow Farms,"Asochivite, Batch 1005",1924,2016,USA,3.25,,Guatemala,77.0,False,False
Grand Place,"Ben Tre, Dong Nai",741,2011,Vietnam,3.0,Trinitario,Vietnam,72.0,False,False
Green & Black'S (Icam),Dark,15,2006,U.K.,2.5,,,70.0,False,False
Green Bean To Bar,Madagascar,1896,2016,Japan,3.5,,Madagascar,70.0,False,False
Grenada Chocolate Co.,Grenada,494,2010,Grenada,3.25,Trinitario,Grenada,82.0,False,False
Grenada Chocolate Co.,Grenada,363,2009,Grenada,2.75,Trinitario,Grenada,60.0,False,False
Grenada Chocolate Co.,Grenada,241,2008,Grenada,2.5,Trinitario,Grenada,71.0,False,False
Guido Castagna,Arriba,355,2009,Italy,3.0,Forastero (Arriba) Ass,Ecuador,64.0,False,False
Guido Castagna,Ghana,355,2009,Italy,3.0,Forastero,Ghana,64.0,False,False
Guido Castagna,Trinidad & Tobago,355,2009,Italy,3.0,,"Trinidad, Tobago",64.0,False,False
Guido Castagna,Lacri Blend,355,2009,Italy,3.0,,Venezuela,76.0,False,False
Guido Castagna,Blend,355,2009,Italy,3.25,,"Ven, Trinidad, Ecuador",64.0,False,False
Guittard,"Epique, Blend No. 49",1602,2015,USA,3.75,,,70.0,False,False
Guittard,Haiti,1053,2013,USA,2.75,,Haiti,65.0,False,False
Guittard,Nicaragua,1053,2013,USA,2.75,,Nicaragua,65.0,False,False
Guittard,Jamaica,1053,2013,USA,3.25,Trinitario,Jamaica,65.0,False,False
Guittard,Ecuador,1053,2013,USA,3.5,,Ecuador,65.0,False,False
Guittard,Coucher Du Soleil,654,2011,USA,2.75,,,72.0,False,False
Guittard,Lever Du Soleil,654,2011,USA,3.25,,,61.0,False,False
Guittard,Onyx,654,2011,USA,3.25,,,72.0,False,False
Guittard,Trinidad,552,2010,USA,3.0,Trinitario,Trinidad,65.0,False,False
Guittard,"O'Ahu, N. Shore, Waialua E., Kakoleka",316,2009,USA,3.0,,Hawaii,55.0,False,False
Guittard,Nocturne,387,2009,USA,3.0,,,91.0,False,True
Guittard,Complexite,387,2009,USA,3.5,Blend,,70.0,False,False
Guittard,Machu Pichu,259,2008,USA,3.0,,Peru,65.0,False,False
Guittard,Special Maker Reserve,276,2008,USA,3.0,,,64.0,False,False
Guittard,Ocumare,276,2008,USA,3.5,,Venezuela,65.0,False,False
Guittard,Quetzalcoatl,147,2007,USA,3.5,Blend,,72.0,False,False
Guittard,Chucuri,15,2006,USA,3.0,Trinitario,Colombia,65.0,False,False
Guittard,Sur Del Lago,87,2006,USA,2.5,"Trinitario, Criollo",Venezuela,65.0,False,False
Guittard,"Sambirano, Ambanja",87,2006,USA,3.5,"Criollo, +",Madagascar,65.0,False,False
Guittard,"Los Rios, Quevedo",93,2006,USA,3.5,Forastero (Arriba),Ecuador,65.0,False,False
Guittard,Tsaranta,93,2006,USA,3.5,Blend,,61.0,False,False
Guittard,Semisweet,99,2006,USA,3.0,Blend,,61.0,False,False
Habitual,Papua New Guinea,1197,2014,Canada,2.75,,Papua New Guinea,80.0,False,False
Habitual,Campesino W/ Nibs,1197,2014,Canada,2.75,,,74.0,False,False
Habitual,Dominican Republic,1197,2014,Canada,3.25,,Dominican Republic,75.0,False,False
Habitual,Trinitario,1197,2014,Canada,3.5,Trinitario,,70.0,False,False
Habitual,Downtown London,1201,2014,Canada,2.75,,,65.0,False,False
Habitual,Africa Meets Latina,1201,2014,Canada,3.0,,,70.0,False,False
Habitual,Amazonas,1201,2014,Canada,3.0,,,80.0,False,False
Habitual,Sharkey,1201,2014,Canada,3.25,,Hawaii,66.0,False,False
Habitual,One Hundred,1205,2014,Canada,2.0,,,100.0,False,True
Hachez,Arriba,166,2007,Germany,2.5,Forastero (Arriba),Ecuador,77.0,False,False
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,Ecuador,2.75,Trinitario,Ecuador,55.0,False,False
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,Ecuador,3.0,Trinitario,Ecuador,70.0,False,False
Haigh,South America And Africa,701,2011,Australia,3.0,,"South America, Africa",70.0,False,False
Harper Macaw,"Vale Do Juliana, W/ Nibs",1808,2016,USA,3.25,,Brazil,85.0,False,False
Harper Macaw,Brazil Blend,1696,2015,USA,3.0,,Brazil,67.0,False,False
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,USA,3.5,,Brazil,77.0,False,False
Harper Macaw,"Vale Do Juliana E., Atlantic Forest",1700,2015,USA,3.5,,Brazil,74.0,False,False
Heilemann,Peru,1876,2016,Germany,2.75,,Peru,64.0,False,False
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,USA,3.25,Amazon,Belize,70.0,False,False
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,USA,3.5,Amazon Mix,Costa Rica,74.0,False,False
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,USA,3.5,"Amazon, Ics",Bolivia,67.0,False,False
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,USA,3.0,Beniano,Bolivia,67.0,False,False
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,USA,3.75,Eet,Ecuador,67.0,False,False
Heirloom Cacao Preservation (Guittard),"Maunawili, O'Ahu, Agri Research C., 2014",1243,2014,USA,3.75,,Hawaii,67.0,False,False
Heirloom Cacao Preservation (Manoa),"Maunawili, O'Ahu, Agri Research C., 2015",1744,2016,USA,3.5,,Hawaii,72.0,False,False
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,USA,3.5,Eet,Ecuador,70.0,False,False
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,USA,3.5,Eet,Ecuador,77.0,False,False
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,USA,3.75,"Amazon, Ics",Bolivia,68.0,False,False
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,USA,4.0,Beniano,Bolivia,72.0,False,False
Hello Cocoa,Uganda,1458,2015,USA,2.75,Forastero,Uganda,57.0,False,False
Hello Cocoa,Venezuela,1462,2015,USA,3.5,Criollo,Venezuela,74.0,False,False
Hexx,Tanzania,1546,2015,USA,2.75,,Tanzania,70.0,False,False
Hexx,Madagascar,1546,2015,USA,3.0,Trinitario,Madagascar,74.0,False,False
Hexx,Venezuela,1546,2015,USA,3.0,,Venezuela,70.0,False,False
Hexx,Ecuador,1550,2015,USA,3.25,,Ecuador,73.0,False,False
Hexx,Peru,1550,2015,USA,3.25,,Peru,70.0,False,False
Hogarth,Akesson'S Estate,1712,2016,New Zealand,2.75,Trinitario,Madagascar,70.0,False,False
Hogarth,Carenero Superior,1712,2016,New Zealand,2.75,Trinitario,Venezuela,72.0,False,False
Hogarth,Conacado,1712,2016,New Zealand,3.25,Trinitario,Dominican Republic,75.0,False,False
Hogarth,Gran Blanco,1712,2016,New Zealand,3.5,Criollo,Peru,66.0,False,False
Hoja Verde (Tulicorp),Arriba,414,2009,Ecuador,2.0,Forastero (Arriba) Ass,Ecuador,80.0,False,False
Hoja Verde (Tulicorp),Manabi,414,2009,Ecuador,2.5,Forastero (Arriba) Ass,Ecuador,80.0,False,False
Hoja Verde (Tulicorp),Arriba,414,2009,Ecuador,3.0,Forastero (Arriba) Ass,Ecuador,72.0,False,False
Hoja Verde (Tulicorp),Arriba,414,2009,Ecuador,3.25,Forastero (Arriba) Ass,Ecuador,58.0,False,False
Hoja Verde (Tulicorp),Manabi,414,2009,Ecuador,3.5,Forastero (Arriba) Ass,Ecuador,58.0,False,False
Holy Cacao,Maranon,1872,2016,Israel,2.75,,Peru,70.0,False,False
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,Israel,3.5,,Ecuador,70.0,False,False
Holy Cacao,Sambirano,1466,2015,Israel,3.5,Trinitario,Madagascar,70.0,False,False
Holy Cacao,Gran Couva,1466,2015,Israel,3.5,Trinitario,Trinidad,70.0,False,False
Holy Cacao,Mara,1466,2015,Israel,3.5,,Venezuela,70.0,False,False
Holy Cacao,Ivory Coast,431,2009,Israel,2.5,,Cote D Ivoire,70.0,False,False
Holy Cacao,Hispaniola,431,2009,Israel,2.75,,Dominican Republic,70.0,False,False
Holy Cacao,San Martin,431,2009,Israel,3.5,,Peru,70.0,False,False
Holy Cacao,Hispaniola W/ Nibs,431,2009,Israel,3.75,,Dominican Republic,75.0,False,False
Honest,"Ecuador, W/ Nibs",1327,2014,South Africa,2.5,,Ecuador,72.0,False,False
Hotel Chocolat,"Pepiniere, Single Cote",1654,2015,U.K.,2.75,,St. Lucia,70.0,False,False
Hotel Chocolat,"Marcial, Single Cote, 2012",1030,2013,U.K.,4.0,Trinitario,St. Lucia,70.0,False,False
Hotel Chocolat,"Island Growers, 2012, 120Hr C.",1113,2013,U.K.,1.75,Trinitario,St. Lucia,100.0,False,True
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,U.K.,3.0,Trinitario,Trinidad,75.0,False,False
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,U.K.,3.5,Trinitario,Vietnam,80.0,False,False
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,U.K.,3.0,Forastero (Nacional),Ecuador,90.0,False,False
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,U.K.,3.0,Trinitario,Madagascar,72.0,False,False
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,U.K.,3.5,Forastero (Nacional),Ecuador,82.0,False,False
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60Hr C.",1109,2013,U.K.,2.75,,Peru,100.0,False,True
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120Hr C.",1113,2013,U.K.,2.5,Forastero (Nacional),Ecuador,100.0,False,True
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120Hr C.",1113,2013,U.K.,2.75,,Dominican Republic,100.0,False,True
Hotel Chocolat (Coppeneur),Sambirano,809,2012,U.K.,3.5,"Trinitario, Criollo",Madagascar,66.0,False,False
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96Hr C.",623,2011,U.K.,3.0,Forastero (Nacional),Ecuador,80.0,False,False
Hotel Chocolat (Coppeneur),"Island Growers, 120Hr C.",623,2011,U.K.,3.0,Trinitario,St. Lucia,65.0,False,False
Hotel Chocolat (Coppeneur),"Island Growers, 96Hr C.",623,2011,U.K.,3.25,Trinitario,St. Lucia,65.0,False,False
Hotel Chocolat (Coppeneur),Ecuador,552,2010,U.K.,2.75,,Ecuador,70.0,False,False
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,U.K.,3.0,,Dominican Republic,70.0,False,False
Hotel Chocolat (Coppeneur),Chuao,600,2010,U.K.,2.75,Trinitario,Venezuela,70.0,False,False
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,U.K.,3.0,,St. Lucia,72.0,False,False
Hotel Chocolat (Coppeneur),Uganda,296,2008,U.K.,2.5,Forastero,Uganda,80.0,False,False
Hotel Chocolat (Coppeneur),Tanzania,296,2008,U.K.,2.75,,Tanzania,75.0,False,False
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,U.K.,3.0,Forastero,Sao Tome,72.0,False,False
Hummingbird,Lam Dong,1542,2015,Canada,3.5,Trinitario,Vietnam,70.0,False,False
Hummingbird,Bolivia,1307,2014,Canada,3.0,"Criollo, Trinitario",Bolivia,70.0,False,False
Hummingbird,"Bolivia, Bo-Nib-Ia, W/ Nibs",1311,2014,Canada,3.0,"Criollo, Trinitario",Bolivia,70.0,False,False
